Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4
03/01/2026,21:32:00,2.408,0.159,238.33,10.14,6.56,0,3.44,30.12
03/01/2026,21:33:00,1.395,0.244,238.76,5.85,0,0,1.8,21.45
03/01/2026,21:34:00,1.347,0.301,244.16,5.54,0,0,1.83,20.62
03/01/2026,21:35:00,1.88,0.409,237.81,7.93,0,0,2.41,28.92
03/01/2026,21:36:00,1.057,0.132,239.74,4.53,3.85,0,5.76,8
03/01/2026,21:37:00,1.14,0.227,242.52,5.23,0,0,10.94,8.06
03/01/2026,21:38:00,0.619,0.084,237.67,2.85,0,0,4.15,6.17
03/01/2026,21:39:00,0.817,0.178,240.84,3.32,0,0,3.1,10.52
03/01/2026,21:40:00,5.262,0.822,240.45,22.13,0,0,9.47,78.22
03/01/2026,21:41:00,1.029,0.209,242.63,4.03,1.26,0,2.05,13.83
03/01/2026,21:42:00,0.792,0.052,241.98,3.16,0,0,7.01,6.19
03/01/2026,21:43:00,0.821,0.138,241.88,3.54,0,0,0.67,13.01
03/01/2026,21:44:00,1.154,0.185,240.6,4.93,0,0.69,0.72,17.83
03/01/2026,21:45:00,4.821,0.829,234.97,20.64,0,0,6.2,74.15
03/01/2026,21:46:00,4.689,0.887,240.42,19.39,16.06,19.2,0.52,42.38
03/01/2026,21:47:00,2.926,0.684,240.17,12.07,0,0,1.01,47.75
03/01/2026,21:48:00,0.386,0.08,242.3,1.62,6.34,0,5.87,0
03/01/2026,21:49:00,2.894,0.272,238.73,12.07,0,0,3.46,44.77
03/01/2026,21:50:00,1.162,0.25,240.13,5.02,0,0,4.94,14.42
03/01/2026,21:51:00,2.234,0.166,240.22,9.25,0,0,22.62,14.62
03/01/2026,21:52:00,0.651,0.114,237.86,2.68,1.74,0,6,3.12
03/01/2026,21:53:00,2.525,0.572,236.54,10.35,0,0,5.36,36.71
03/01/2026,21:54:00,2.621,0.184,241.15,11.04,0,0,2.87,40.82
03/01/2026,21:55:00,1.581,0.348,243.02,6.57,8.08,0,5.98,12.28
03/01/2026,21:56:00,2.289,0.48,238.13,9.16,2.84,0.85,0.08,34.39
03/01/2026,21:57:00,2.24,0.338,239.35,9.45,0,0,4.89,32.44
03/01/2026,21:58:00,0.707,0.079,242.49,2.84,0,0,0.43,11.35
03/01/2026,21:59:00,4.012,0.526,242.78,16.68,0,0,1.49,65.37
03/01/2026,22:00:00,0.979,0.239,240.69,4.05,0,0,4.97,11.34
03/01/2026,22:01:00,0.2,0.018,241.24,0.67,0,0,6.61,0
03/01/2026,22:02:00,3.913,0.649,241.6,16.54,0.79,0,2.91,61.52
03/01/2026,22:03:00,1.491,0.099,242.13,6.47,0,0,3.26,21.6
03/01/2026,22:04:00,2.541,0.238,236.79,10.69,0,0,4.14,38.21
03/01/2026,22:05:00,1.414,0.287,245.75,5.83,4.2,0,8.54,10.83
03/01/2026,22:06:00,0.224,0.025,240.82,0.84,0,1.11,0.11,2.51
03/01/2026,22:07:00,0.999,0.247,242.19,3.78,0,0,3.56,13.1
03/01/2026,22:08:00,1.416,0.213,237.71,6.22,1.35,0.82,0.09,21.35
03/01/2026,22:09:00,2.622,0.402,239.44,10.79,7.31,0.57,2.31,33.52
03/01/2026,22:10:00,1.575,0.09,241.13,6.78,0,4,4.4,17.84
03/01/2026,22:11:00,0.997,0.241,234.59,4.39,0,0,0.5,16.12
03/01/2026,22:12:00,1.066,0.09,237.3,4.55,0,0,3.98,13.78
03/01/2026,22:13:00,2.481,0.391,237.82,10.42,0,0,15.51,25.85
03/01/2026,22:14:00,2.767,0.357,236.16,11.86,0,0.27,6.94,38.9
03/01/2026,22:15:00,0.462,0.061,240.32,1.74,0,0,9.15,0
03/01/2026,22:16:00,1.516,0.271,239.78,6.59,2.66,0,5.21,17.39
03/01/2026,22:17:00,2.708,0.494,244.27,11.11,3.22,5.39,13.6,22.92
03/01/2026,22:18:00,4.763,0.385,236.64,20.43,1.14,7.44,0.95,69.86
03/01/2026,22:19:00,3.852,0.577,240.7,15.98,0,0,3.58,60.62
03/01/2026,22:20:00,0.256,0.053,237.36,1.11,0,0,5.45,0
03/01/2026,22:21:00,1.364,0.189,234.85,5.86,8.19,0,12.4,2.14
03/01/2026,22:22:00,0.248,0.021,241.76,1.14,1.52,0,2.21,0.4
03/01/2026,22:23:00,4.492,0.506,242.01,18.92,2.72,1.97,0.01,70.18
03/01/2026,22:24:00,1.687,0.156,241.66,6.89,4.05,4.86,21.99,0
03/01/2026,22:25:00,2.756,0.207,236.05,11.65,11.92,0,0.16,33.86
03/01/2026,22:26:00,0.52,0.065,240.25,2.16,0,0,0.99,7.67
03/01/2026,22:27:00,0.726,0.115,241.79,2.54,0,0,3.29,8.81
03/01/2026,22:28:00,1.901,0.123,242.86,7.72,0,0,4.12,27.57
03/01/2026,22:29:00,3.623,0.619,241.88,14.88,0,0,10.79,49.59
03/01/2026,22:30:00,0.135,0.034,242.9,1.08,0,0,3.56,0
03/01/2026,22:31:00,3.302,0.802,243.2,13.63,5.1,7.88,4.76,37.3
03/01/2026,22:32:00,1.703,0.368,240.31,7.18,0,3.09,1.34,23.95
03/01/2026,22:33:00,0.097,0.01,241.5,0.2,3.16,0,5.05,0
03/01/2026,22:34:00,2.495,0.136,243,10.26,0,0,2.57,39.02
03/01/2026,22:35:00,2.62,0.568,241.17,11.05,0,0,0.62,43.04
03/01/2026,22:36:00,1.449,0.089,243.6,6.45,1.32,0,17.56,5.27
03/01/2026,22:37:00,0.802,0.073,242.62,3.17,0,0,0.51,12.85
03/01/2026,22:38:00,0.572,0.091,238.1,2.04,0,0,6.8,2.74
03/01/2026,22:39:00,2.072,0.177,236.08,8.62,0,0,14.33,20.2
03/01/2026,22:40:00,0.29,0.063,240.06,1.05,12.68,0,1.18,0
03/01/2026,22:41:00,4.166,0.856,236.46,17.47,12.45,7.06,1.62,48.29
03/01/2026,22:42:00,0.582,0.117,240.25,2.6,1.31,0.71,3.34,4.34
03/01/2026,22:43:00,3.058,0.652,239.98,12.81,1.8,0,2.09,47.08
03/01/2026,22:44:00,2.558,0.24,243.9,10.26,0.88,0,8.54,33.21
03/01/2026,22:45:00,1.856,0.363,241.52,7.97,0,0,2.48,28.46
03/01/2026,22:46:00,3.246,0.393,242.93,13.74,0,0,25.54,28.56
03/01/2026,22:47:00,0.472,0.086,238.53,1.64,0,0,11.74,0
03/01/2026,22:48:00,3.085,0.23,244.59,12.85,0,0,13.54,37.88
03/01/2026,22:49:00,2.986,0.571,242.68,12.27,3.6,0,0.39,45.78
03/01/2026,22:50:00,2.996,0.732,241.28,12.23,0,0,1.16,48.77
03/01/2026,22:51:00,2.168,0.127,234.58,8.95,0,0,1.11,35.01
03/01/2026,22:52:00,0.453,0.031,243.54,1.77,0,0,6.69,0.86
03/01/2026,22:53:00,0.976,0.073,245.32,3.87,0,0,0.07,16.19
03/01/2026,22:54:00,3.332,0.454,240.03,13.91,0,0,9.85,45.68
03/01/2026,22:55:00,1.002,0.108,240.1,4.6,0,0,4.75,11.95
03/01/2026,22:56:00,0.463,0.098,238.45,1.84,1.81,0,5.01,0.89
03/01/2026,22:57:00,6.602,0.956,235.1,27.8,0,0,4.62,105.41
03/01/2026,22:58:00,0.156,0.023,238.31,0.59,10.61,7.48,4.6,0
03/01/2026,22:59:00,0.847,0.164,244.98,3.67,0,8.19,1.32,4.6
03/01/2026,23:00:00,2.416,0.296,243.24,9.88,0,0,2,38.27
03/01/2026,23:01:00,7.041,0.849,237.68,29.75,0,0,4.01,113.33
03/01/2026,23:02:00,1.134,0.228,238.26,4.79,0,0,6.8,12.11
03/01/2026,23:03:00,1.025,0.211,246.41,4.17,0,0,1.9,15.18
03/01/2026,23:04:00,1.313,0.069,236.94,5.86,0,2.61,9.84,9.43
03/01/2026,23:05:00,0.474,0.037,237.85,1.8,0,0,9.98,0
03/01/2026,23:06:00,0.318,0.029,238.71,1.12,4.98,0,1.92,0
03/01/2026,23:07:00,3.067,0.369,235.93,12.82,0,2.7,4.93,43.49
03/01/2026,23:08:00,1.516,0.164,238.39,6.43,0,0,2.57,22.7
03/01/2026,23:09:00,0.134,0.025,238.43,0.57,0,0,1.27,0.97
03/01/2026,23:10:00,0.445,0.096,237.29,2.02,0,0,9.84,0
03/01/2026,23:11:00,4.595,0.406,243.98,18.82,0,0,28.59,47.99
03/01/2026,23:12:00,3.785,0.615,236.5,15.96,3.51,0,5,54.56
03/01/2026,23:13:00,0.603,0.075,239.57,2.58,0,0,14.72,0
03/01/2026,23:14:00,2.116,0.32,237.37,9.26,1.73,0,6.17,27.38
03/01/2026,23:15:00,0.238,0.041,239.37,0.76,0,0,5,0
03/01/2026,23:16:00,0.856,0.196,237.23,3.42,0,0,3.93,10.33
03/01/2026,23:17:00,1.822,0.161,240.23,7.59,1.22,0.03,1.61,27.5
03/01/2026,23:18:00,0.88,0.059,240.96,4.06,0,0.34,0.53,13.8
03/01/2026,23:19:00,1.288,0.226,244.21,5.06,3.78,0,3.5,14.18
03/01/2026,23:20:00,0.684,0.088,238.23,2.87,0,0,4.94,6.45
03/01/2026,23:21:00,0.25,0.021,244.85,0.85,0,2.04,4.27,0
03/01/2026,23:22:00,3.854,0.283,237.58,16.3,0,17.01,7.14,40.08
03/01/2026,23:23:00,0.1,0.016,239.29,0.2,4.38,6.34,1.28,0
03/01/2026,23:24:00,2.385,0.263,245.29,9.52,0,0,2.62,37.13
03/01/2026,23:25:00,1.148,0.286,248.71,4.87,0,0,3.22,15.91
03/01/2026,23:26:00,3.906,0.512,245.06,15.94,0.93,0,1.24,62.93
03/01/2026,23:27:00,1.17,0.108,239.33,4.74,0,0,14.22,5.29
03/01/2026,23:28:00,1.617,0.284,241.54,6.69,0,0,6.87,20.09
03/01/2026,23:29:00,1.236,0.122,242.05,5.09,5.87,2.29,0.58,11.86
03/01/2026,23:30:00,2.286,0.34,241.04,9.59,0,0,7.49,30.61
03/01/2026,23:31:00,0.463,0.068,236.98,1.54,0,17.83,4.76,0
03/01/2026,23:32:00,0.832,0.117,240.7,3.25,5.13,0,4.45,4.29
03/01/2026,23:33:00,3.738,0.782,238.48,15.48,0,0,27.5,34.8
03/01/2026,23:34:00,2.492,0.233,237.09,10.64,0,0,5.78,35.76
03/01/2026,23:35:00,1.834,0.423,239.07,7.67,0,0,13.62,16.94
03/01/2026,23:36:00,1.622,0.338,240.95,7.02,1.08,0,14.69,11.27
03/01/2026,23:37:00,0.974,0.114,243,4.17,0,6.56,0.64,9.03
03/01/2026,23:38:00,1.111,0.096,239.24,4.57,0,2.19,0.05,16.27
03/01/2026,23:39:00,1.827,0.194,239.76,7.61,0,0,3.43,27.02
03/01/2026,23:40:00,2.649,0.309,242.41,11.19,0,0,8.8,35.35
03/01/2026,23:41:00,1.825,0.294,240.21,7.88,0,0,10.43,19.98
03/01/2026,23:42:00,2.6,0.154,241.14,10.76,0,0,9.29,34.03
03/01/2026,23:43:00,2.197,0.512,240.23,8.95,0,0.76,3.56,32.3
03/01/2026,23:44:00,0.959,0.067,240.61,3.56,0,0,8.32,7.66
03/01/2026,23:45:00,0.845,0.089,236.76,3.15,0,0,7.61,6.47
03/01/2026,23:46:00,0.285,0.02,240.37,1.28,0,0,2.26,2.49
03/01/2026,23:47:00,2.321,0.235,244.28,9.59,0,0,1.11,37.57
03/01/2026,23:48:00,2.941,0.64,240.51,12.09,0,0,5.83,43.19
03/01/2026,23:49:00,1.287,0.223,237.5,5.68,0,0,6.78,14.67
03/01/2026,23:50:00,0.361,0.034,244.43,1.43,0,0,5.04,0.97
03/01/2026,23:51:00,0.389,0.087,242.16,1.49,0,0,1.44,5.04
03/01/2026,23:52:00,0.559,0.118,242.3,2.54,0,0,1.94,7.38
03/01/2026,23:53:00,0.802,0.161,242.22,3.52,1.3,0,7.4,4.67
03/01/2026,23:54:00,0.922,0.202,236.62,3.88,0,7.57,19.72,0
03/01/2026,23:55:00,1.431,0.249,241.94,6.02,0,0,17.38,6.46
03/01/2026,23:56:00,4.826,0.725,244.15,19.89,4.19,0,4.4,71.84
03/01/2026,23:57:00,2.169,0.271,238.56,9.53,0,0,13.06,23.09
03/01/2026,23:58:00,3.491,0.331,234.21,14.88,2.85,0.03,0.18,55.13
03/01/2026,23:59:00,0.555,0.09,241.1,2.06,11.71,0,11.85,0
04/01/2026,0:00:00,0.712,0.162,240.1,3.09,0,0,3.88,7.99
04/01/2026,0:01:00,1.479,0.25,235.36,6.3,2.25,0,9.13,13.28
04/01/2026,0:02:00,1.864,0.436,241.82,7.73,0,3.82,0.03,27.21
04/01/2026,0:03:00,0.833,0.101,241.59,3.44,0,0,12.18,1.71
04/01/2026,0:04:00,1.396,0.264,235.6,5.61,0,13.99,5.42,3.85
04/01/2026,0:05:00,4.36,0.784,245.67,17.8,0,0,1.65,71.02
04/01/2026,0:06:00,0.863,0.159,242.25,3.49,0,0,2.56,11.82
04/01/2026,0:07:00,0.941,0.168,234.33,3.95,0,0,1.34,14.34
04/01/2026,0:08:00,0.425,0.04,242.46,1.67,6.04,0,3.31,0
04/01/2026,0:09:00,3.951,0.311,242.37,16.29,0,0,2.4,63.45
04/01/2026,0:10:00,0.133,0.033,244.25,0.6,0,0,4.59,0
04/01/2026,0:11:00,1.652,0.098,238.13,6.93,0,0,10.12,17.41
04/01/2026,0:12:00,1.459,0.209,242.5,6.25,0,0,24.2,0.12
04/01/2026,0:13:00,0.652,0.088,239.29,2.88,0,0,1.74,9.13
04/01/2026,0:14:00,0.564,0.069,238.33,2.35,7.64,0,0.68,1.09
04/01/2026,0:15:00,0.826,0.17,237.4,3.27,0,0,3.02,10.74
04/01/2026,0:16:00,0.649,0.129,234.29,2.88,0,0,0.93,9.88
04/01/2026,0:17:00,0.518,0.12,241.62,2.08,0,0,10.78,0
04/01/2026,0:18:00,1.377,0.178,239.18,5.72,0,0,4.17,18.78
04/01/2026,0:19:00,0.599,0.098,231.81,2.32,0,0,5.8,4.18
04/01/2026,0:20:00,1.707,0.39,240.23,7.19,0,0,0.98,27.48
04/01/2026,0:21:00,2.083,0.518,243.47,9.08,0,0,8.31,26.42
04/01/2026,0:22:00,1.052,0.257,236.08,4.35,0,0,21.8,0
04/01/2026,0:23:00,1.363,0.264,237.86,5.85,3.85,0,3.95,14.91
04/01/2026,0:24:00,3.929,0.309,241.32,16.53,4.05,0,19.69,41.74
04/01/2026,0:25:00,2.35,0.128,232.32,10.01,0,0,0.21,38.95
04/01/2026,0:26:00,0.292,0.063,238.4,0.74,3.52,3.24,0.22,0
04/01/2026,0:27:00,2.854,0.623,241.04,11.98,1.48,0,19.32,26.77
04/01/2026,0:28:00,5.68,1.132,238.32,23.85,0,7.69,7.23,79.75
04/01/2026,0:29:00,2.714,0.288,236.11,11.56,0,0,1.25,43.98
04/01/2026,0:30:00,1.326,0.236,236.25,5.63,0,0,2.71,19.39
04/01/2026,0:31:00,2.476,0.28,235.16,10.76,0,8.27,4.25,28.74
04/01/2026,0:32:00,2.457,0.344,238.1,10.3,0,0,7.28,33.67
04/01/2026,0:33:00,2.903,0.367,243.17,12.37,0,0,11.07,37.31
04/01/2026,0:34:00,1.101,0.256,247.09,4.6,0,0,0.52,17.84
04/01/2026,0:35:00,0.24,0.023,240.11,1.2,0,0,6.41,0
04/01/2026,0:36:00,0.902,0.149,242.3,3.73,0,0,3.89,11.15
04/01/2026,0:37:00,1.673,0.204,237.18,7.11,0,0,5.46,22.41
04/01/2026,0:38:00,3.688,0.673,233.73,15.44,0,1.53,4.26,55.67
04/01/2026,0:39:00,2.625,0.428,245.55,10.57,0,0,3.59,40.15
04/01/2026,0:40:00,1.16,0.272,238.21,5.08,0,1.51,1.38,16.44
04/01/2026,0:41:00,1.367,0.096,242.16,5.63,0.91,0,3.84,18.03
04/01/2026,0:42:00,0.052,0.005,240.48,0.2,0,0,1.26,0
04/01/2026,0:43:00,1.455,0.296,242.98,5.85,0,0,0.27,23.97
04/01/2026,0:44:00,0.379,0.047,242.86,1.42,0,0,2.81,3.51
04/01/2026,0:45:00,5.673,0.472,240.83,23.55,0,0,0.15,94.4
04/01/2026,0:46:00,0.402,0.061,241.16,1.5,0,0,4.96,1.73
04/01/2026,0:47:00,0.03,0.005,243.64,0.41,0,0,0.45,0.05
04/01/2026,0:48:00,0.744,0.044,238.77,3.16,0,0,3.45,8.95
04/01/2026,0:49:00,3.598,0.39,244.67,14.43,0,1.51,23.52,34.95
04/01/2026,0:50:00,1.377,0.292,237.88,6.1,0,0,0.06,22.89
04/01/2026,0:51:00,1.893,0.292,240.23,7.87,0,0,2.74,28.8
04/01/2026,0:52:00,0.491,0.028,241.89,2.13,5.84,0,6.71,0
04/01/2026,0:53:00,1.089,0.116,235.11,4.69,0,1.69,1.04,15.42
04/01/2026,0:54:00,1.937,0.345,244.15,8.02,0,0,4.94,27.35
04/01/2026,0:55:00,0.66,0.059,241.43,2.66,4.14,0,1.79,5.07
04/01/2026,0:56:00,2.39,0.515,249.9,9.63,1.74,0,1.51,36.58
04/01/2026,0:57:00,0.818,0.152,246.24,3.29,0,0,13.52,0.11
04/01/2026,0:58:00,0.531,0.077,239.97,2.28,0,0,1.36,7.48
04/01/2026,0:59:00,2.355,0.549,245.36,9.56,0,0,2.83,36.42
04/01/2026,1:00:00,0.735,0.094,242.54,2.97,0,0,1.12,11.13
04/01/2026,1:01:00,1.712,0.166,240.69,6.82,0,3.15,2,23.39
04/01/2026,1:02:00,1.481,0.27,235.02,6.3,0.97,0,2.08,21.63
04/01/2026,1:03:00,2.847,0.469,235.73,12.12,0,0,2.37,45.07
04/01/2026,1:04:00,1.603,0.188,240.01,7.05,1.57,0,6.15,19.01
04/01/2026,1:05:00,2.043,0.243,238.51,8.66,0,0,8.14,25.9
04/01/2026,1:06:00,0.095,0.012,240.68,0.25,9.5,0,4.29,0
04/01/2026,1:07:00,5.301,0.574,244.12,21.51,0,0,5.66,82.7
04/01/2026,1:08:00,1.984,0.381,242.59,8.23,0,2.08,10.07,20.92
04/01/2026,1:09:00,1.521,0.274,237.91,6.24,5.53,0,46.38,0
04/01/2026,1:10:00,0.145,0.02,242.77,0.48,0,0,3.66,0
04/01/2026,1:11:00,4.167,0.54,237.26,17.41,0,0,16.53,52.91
04/01/2026,1:12:00,1.245,0.153,236.57,5.2,0,0,4.04,16.7
04/01/2026,1:13:00,3.08,0.329,241.14,12.92,0,0,9.14,42.2
04/01/2026,1:14:00,0.854,0.057,237.56,3.2,0,0,5.11,9.13
04/01/2026,1:15:00,1.242,0.129,238.07,5.47,0,0,12.93,7.77
04/01/2026,1:16:00,0.223,0.025,242.98,0.88,0.61,2.22,3.57,0
04/01/2026,1:17:00,2.442,0.39,241.97,9.97,0,0,7.14,33.56
04/01/2026,1:18:00,1.218,0.249,238.88,5.27,0,0,3.77,16.52
04/01/2026,1:19:00,3.32,0.429,235.12,14.08,0,0,11.67,43.66
04/01/2026,1:20:00,1.405,0.336,237.79,5.7,0.22,0,31.08,0
04/01/2026,1:21:00,3.481,0.75,245.83,13.86,0,0,1.67,56.34
04/01/2026,1:22:00,3.662,0.904,242.9,15.22,0,0,3.86,57.18
04/01/2026,1:23:00,1.353,0.305,244.27,5.69,0,0,0.51,22.04
04/01/2026,1:24:00,0.771,0.134,240.77,3.12,0,0,0.91,11.94
04/01/2026,1:25:00,0.051,0.009,238.95,0.48,0,0.06,15.88,0
04/01/2026,1:26:00,0.52,0.039,242.72,2.15,0,0,4.71,3.97
04/01/2026,1:27:00,7.086,1.378,243.85,29.33,0,0,3.02,115.09
04/01/2026,1:28:00,0.972,0.165,238.56,3.88,0,0,6.68,9.52
04/01/2026,1:29:00,0.093,0.014,237.86,0.2,12.31,0,4.93,0
04/01/2026,1:30:00,0.224,0.042,235.44,0.85,0,0,2.04,1.69
04/01/2026,1:31:00,1.188,0.165,237.78,4.92,0,0,1.54,18.26
04/01/2026,1:32:00,0.503,0.078,242.01,2.31,0,3.55,5.35,0
04/01/2026,1:33:00,1.496,0.194,238.21,6.34,0,0,1.25,23.69
04/01/2026,1:34:00,0.371,0.072,242.8,1.38,0,0,0.9,5.29
04/01/2026,1:35:00,1.177,0.265,245.9,4.79,0,0,2.3,17.31
04/01/2026,1:36:00,6.006,1.31,240.07,24.93,0,0,11.85,88.25
04/01/2026,1:37:00,0.918,0.19,239.95,3.67,0,0,0.23,15.08
04/01/2026,1:38:00,1.236,0.065,241.65,5.1,0,1.63,10.75,8.22
04/01/2026,1:39:00,1.154,0.268,238.28,4.8,0,0,5.82,13.41
04/01/2026,1:40:00,1.639,0.172,238.06,6.73,0,1.14,0.25,25.92
04/01/2026,1:41:00,2.099,0.478,238.15,8.66,0,0,5.53,29.45
04/01/2026,1:42:00,1.761,0.157,236.56,7.61,2.44,0,3.33,23.57
04/01/2026,1:43:00,1.534,0.212,242.7,6.41,0,0,11.04,14.53
04/01/2026,1:44:00,1.141,0.228,238.51,4.97,0,0,14.26,4.75
04/01/2026,1:45:00,2.572,0.458,243.33,10.51,2.09,0,2.03,38.75
04/01/2026,1:46:00,0.476,0.063,241.59,1.75,0.8,0.27,9.2,0
04/01/2026,1:47:00,0.852,0.158,239.93,3.44,0,0.06,2.22,11.92
04/01/2026,1:48:00,0.224,0.036,242.43,1.13,0,0,2.1,1.63
04/01/2026,1:49:00,1.966,0.207,237.17,7.97,0.4,0,1.28,31.09
04/01/2026,1:50:00,2.483,0.445,237.66,10.74,7.8,0,6.81,26.78
04/01/2026,1:51:00,0.541,0.049,242.14,2.01,4.4,1.96,1.82,0.83
04/01/2026,1:52:00,2.174,0.41,233.41,9.47,0,0,3.75,32.47
04/01/2026,1:53:00,0.46,0.023,240.04,1.71,0,0,10.03,0
04/01/2026,1:54:00,0.399,0.064,241.77,1.53,0,0,9.42,0
04/01/2026,1:55:00,1.68,0.219,243.93,6.48,5.23,0,11.6,11.18
04/01/2026,1:56:00,0.838,0.093,244.55,3.8,10.11,0,1.05,2.82
04/01/2026,1:57:00,8.541,1.308,239.61,35.76,4.75,0,5.3,132.29
04/01/2026,1:58:00,0.919,0.165,242.31,3.92,0,0,14.78,0.53
04/01/2026,1:59:00,1.094,0.266,237.59,4.5,0,0,0.26,17.97
04/01/2026,2:00:00,3.789,0.821,238.67,15.69,0,0,9.49,53.66
04/01/2026,2:01:00,0.592,0.115,244.1,2.58,0.94,0,1.7,7.23
04/01/2026,2:02:00,1.102,0.161,239.88,4.35,0,0,6.65,11.71
04/01/2026,2:03:00,3.509,0.451,240.48,14.56,5.91,0,7.58,44.99
04/01/2026,2:04:00,0.907,0.051,236.9,3.58,0,0,15.59,0
04/01/2026,2:05:00,0.174,0.021,241.27,0.75,0,0,4.27,0
04/01/2026,2:06:00,3.798,0.834,242.26,15.3,7.12,0,11.31,44.87
04/01/2026,2:07:00,1.533,0.194,242.17,6.03,0,0,0.28,25.27
04/01/2026,2:08:00,1.391,0.198,236.37,5.71,0,0,3.27,19.91
04/01/2026,2:09:00,4.01,0.419,243,16.63,3.36,1.35,3.47,58.65
04/01/2026,2:10:00,1.475,0.155,237.01,6.12,0,0,4.64,19.94
04/01/2026,2:11:00,0.455,0.028,239.92,2.09,2.08,0,3.94,1.56
04/01/2026,2:12:00,2.831,0.489,235.15,12.34,0,0.74,20.64,25.79
04/01/2026,2:13:00,1.031,0.144,239.46,4.25,2.03,0,0.49,14.67
04/01/2026,2:14:00,1.09,0.187,236.99,4.3,0,0,1.85,16.31
04/01/2026,2:15:00,6.259,0.998,238.65,26.42,0,0,20.77,83.54
04/01/2026,2:16:00,2.326,0.488,240.18,9.37,0,5.61,3.54,29.62
04/01/2026,2:17:00,1.448,0.29,242.48,5.79,0,0,5.08,19.05
04/01/2026,2:18:00,4.92,1.005,242.38,19.96,0,0,0.51,81.49
04/01/2026,2:19:00,0.302,0.045,232.99,1.49,5.1,0,2,0
04/01/2026,2:20:00,1.358,0.164,242.03,5.73,1.05,0,0.24,21.35
04/01/2026,2:21:00,0.872,0.206,240.62,3.95,1.62,0,0.89,12.02
04/01/2026,2:22:00,0.666,0.041,238.32,2.7,0,0,6.02,5.07
04/01/2026,2:23:00,1.989,0.16,237.36,8.22,0,0,8.65,24.5
04/01/2026,2:24:00,0.871,0.117,239.81,3.53,0,0,12.25,2.27
04/01/2026,2:25:00,1.826,0.316,240.69,7.32,0.44,0,1.74,28.26
04/01/2026,2:26:00,1.221,0.063,241.13,5.35,0,0,2.43,17.91
04/01/2026,2:27:00,1.21,0.235,239.41,5.73,0,0,5.06,15.11
04/01/2026,2:28:00,0.607,0.098,232.43,2.47,0,0,0.52,9.6
04/01/2026,2:29:00,6.507,0.956,238.51,27.4,0,0,9.86,98.58
04/01/2026,2:30:00,0.397,0.054,236.45,1.65,1.38,0,3.96,1.28
04/01/2026,2:31:00,0.871,0.134,246.17,3.63,0,0,20.2,0
04/01/2026,2:32:00,2.952,0.243,240.18,12.5,6.66,0,0.75,41.79
04/01/2026,2:33:00,1.095,0.079,242.22,4.29,0,0,0.86,17.38
04/01/2026,2:34:00,1.747,0.189,241.91,7.13,3.76,0,2.57,22.78
04/01/2026,2:35:00,2.91,0.558,240.93,12.32,0,0,1.39,47.11
04/01/2026,2:36:00,1.322,0.222,238.75,5.64,0,4.12,7.16,10.75
04/01/2026,2:37:00,1.468,0.214,238.37,6.23,0,0,17.6,6.87
04/01/2026,2:38:00,2.304,0.379,233.94,9.95,0,8.72,0.57,29.13
04/01/2026,2:39:00,2.036,0.329,240.43,8.59,0,0,1.66,32.26
04/01/2026,2:40:00,0.634,0.071,240.9,2.86,0,0,1.63,8.94
04/01/2026,2:41:00,4.485,0.312,239.86,18.85,0,1.54,4.27,68.95
04/01/2026,2:42:00,0.17,0.039,240.43,0.7,0,0,3.61,0
04/01/2026,2:43:00,1.079,0.183,236.38,4.64,0,1.7,7.79,8.5
04/01/2026,2:44:00,2.549,0.483,239.12,10.65,0,0,7.91,34.57
04/01/2026,2:45:00,0.406,0.058,238.05,1.55,8.86,0,5.1,0
04/01/2026,2:46:00,0.101,0.02,242,0.41,0.6,0,5.36,0
04/01/2026,2:47:00,2.854,0.476,240.12,11.86,0,0,11.08,36.48
04/01/2026,2:48:00,1.992,0.121,238.08,8.03,0,2.1,3.03,28.06
04/01/2026,2:49:00,0.679,0.155,239.52,2.99,0,0,0.07,11.24
04/01/2026,2:50:00,1.376,0.153,236.88,6,0,0,1.44,21.5
04/01/2026,2:51:00,0.717,0.056,239.02,3.11,4.56,2.76,0.22,4.42
04/01/2026,2:52:00,3.217,0.218,241.75,13.49,0,5.72,3,44.9
04/01/2026,2:53:00,2.611,0.507,236,11.03,0,0,2.66,40.86
04/01/2026,2:54:00,1.634,0.312,239.82,6.71,0,0,0.62,26.61
04/01/2026,2:55:00,2.307,0.438,237.75,9.89,1.72,0,8.44,28.29
04/01/2026,2:56:00,1.843,0.43,236.01,7.6,0,0,4.83,25.89
04/01/2026,2:57:00,0.46,0.055,245.6,1.65,4.19,1.14,1.53,0.8
04/01/2026,2:58:00,0.166,0.027,243.76,0.77,14.69,0.44,8.54,0
04/01/2026,2:59:00,2.587,0.45,238.21,10.95,0,0,6.61,36.51
04/01/2026,3:00:00,3.198,0.786,239.13,13.56,0,0,1.28,52.02
04/01/2026,3:01:00,0.731,0.082,233.93,2.78,0,0,24.41,0
04/01/2026,3:02:00,5.402,1.303,235.22,22.95,0,0,1.17,88.86
04/01/2026,3:03:00,1.549,0.124,236.62,6.32,0,0,8.86,16.96
04/01/2026,3:04:00,0.096,0.02,239.9,0.57,0,0,20.71,0
04/01/2026,3:05:00,2.367,0.418,239.66,10.14,0,0,7.76,31.69
04/01/2026,3:06:00,7.319,1.562,241,30.47,0,0,6.58,115.4
